User,cntFollows,cntFollowers,cntWeibo,Content,P_time,P_timestamp,Offset,postURL,userEnd,cntForward,cntComment,cntLike,O_User,O_UserPage,O_Content,O_time,O_timestamp,O_URL,O_userEnd,转发_转发数,转发_评论数,转发_点赞数
北京边检,398,867218,3078,隔壁的也不容易啊,2016-04-10 11:49,1460260140,0.895890654631944,http://weibo.com/2778606994/DqiBQ3G7r?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,47,28,10,12360海关热线,/12360rexian?refer_flag=1005055013_,#辟谣#大家不要自己吓自己啦，昨天朋友圈的这张照片其实是在清点数量而已，旅客携带物品政策没变，免税额5000人民币，加上新增的特别3000额度，足够大家买买买了。详见：O关于口岸进境免税店政策的公告,2016-04-09 17:14,1460189640,/3823475656/DqbjkxJQd,搜狗高速浏览器,4357,2369,823
北京边检,398,867218,3078,推荐给各位 //@吾爱全球签证中心:分享全文总结，辛苦LP的小伙伴了想了解签证的，推荐一看//@LonelyPlanet:#线上分享#【2016最新签证+边检政策解读】签证专场全程回顾来啦！戳链接来看看@吾爱全球签证中心 创始人申利永带来的2016最新签证政策全解读吧！O全程回顾 | Lonely Planet 微信沙龙No.8 2016...,2016-04-06 22:00,1459951200,0.881117898016623,http://weibo.com/2778606994/DpKTPktIw?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPad客户端,4,5,5,LonelyPlanet,/lonelyplanet?refer_flag=1005055013_,#线上分享#【2016最新签证+边检政策解读】想知道最新最全的出入境信息？想知道来自签证专家的权威建议？ 3月30日、31日晚20点，我们邀请国家出入境权威机构@北京边检，和资深签证专家@吾爱全球签证中心，带你全方位了解最新签证资讯和边检政策！关注/公/号lonelyplanet-cn回复“WXSL08”获取报名方式！,2016-03-25 22:01,1458910860,/1681971781/DnVMlhHot,iPhone 6,170,23,40
北京边检,398,867218,3078,感觉可能性不大，就算有，也可能是类似于韩国济州岛一样的限定区域免签，或者有条件免签,2016-04-06 17:05,1459933500,0.880271527225883,http://weibo.com/2778606994/DpIYnpXSe?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,13,28,9,FATIII,/fatiii?refer_flag=1005055013_,【日本免签？】据TVB新闻报道，日本副外相木原诚二接受环球时报采访时候透露，为了提升日本访客数量和提升日本经济，日本外务省正考虑给予中国公民免签证待遇。但没有透露具体详情和时间表。结合最近日本多个主要机场出入境都开始大排长龙，假如真的开放中国护照免签，会不会把几个门户机场都挤爆了？...展开全文c,2016-04-05 18:46,1459849560,/1368589977/DpAcy1u4f,油腻的iPhone 6,131,118,45
北京边检,398,867218,3078,#对中国开放电子签的20国名录+边检出境查验标准+注意事项#【4月6日修订版】据外交部领事司通报，瓦努阿图移民局确认，未授权瓦努阿图驻华使馆签发电子签证，中国公民可在瓦努阿图所有对外国人开放的口岸办理落地签，无须在其驻华使馆办理入境签证。,2016-04-06 09:37,1459906620,0.87898619124537,http://weibo.com/2778606994/DpG2e4enm?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,40,9,11,,,,,,,,0,0,0
北京边检,398,867218,3078,#雪糕兄时间#久违的雪糕兄又回来了。雪糕皱眉看了眼前的妹纸一眼，低头看向护照照片，又抬头皱眉看向妹纸，妹纸紧张，问：怎么了，有问题吗？雪糕：这个真的是你？妹纸忙点头：是啊是啊，真的是我！雪糕捋了捋头发，长舒一口气：嗯，还真是你，要不是我认真比对了一下，还以为你去韩国整容了呢。妹纸：...展开全文c,2016-04-01 09:15,1459473300,0.858265886666647,http://weibo.com/2778606994/DoUL6mZRn?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,2,14,11,,,,,,,,0,0,0
北京边检,398,867218,3078,正在准备晚上要讲的故事//@吾爱全球签证中心: 今晚8:00，@北京边检 出入境政策专场！,2016-03-31 11:21,1459394460,0.854495950330945,http://weibo.com/2778606994/DoM9uc3KY?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,5,6,4,LonelyPlanet,/lonelyplanet?refer_flag=1005055013_,#线上分享#【2016最新签证+边检政策解读】想知道最新最全的出入境信息？想知道来自签证专家的权威建议？ 3月30日、31日晚20点，我们邀请国家出入境权威机构@北京边检，和资深签证专家@吾爱全球签证中心，带你全方位了解最新签证资讯和边检政策！关注/公/号lonelyplanet-cn回复“WXSL08”获取报名方式！,2016-03-25 22:01,1458910860,/1681971781/DnVMlhHot,iPhone 6,170,23,40
北京边检,398,867218,3078,#冤家路窄#25号凌晨发生的一个案子，比较有意思。他在菲律宾被人骗走了二十多万人民币，四处查找，多方打听都没有找到骗子，心灰意冷之下决定回国。登上飞机之前，他哀叹命运为何要戏弄他，登上飞机之后，他感谢命运的八辈祖宗：骗子居然和他坐同一班飞机，并且还没有发现他！下了飞机，他一路小跑到了...展开全文c,2016-03-29 15:41,1459237260,0.846979030087764,http://weibo.com/2778606994/Dov06kjdg?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,37,54,69,,,,,,,,0,0,0
北京边检,398,867218,3078,#突发新闻#,2016-03-29 15:37,1459237020,0.846967553873653,http://weibo.com/2778606994/DouYqi4Wm?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,微博搜索,1,7,0,头条新闻,/breakingnews?refer_flag=1005055013_,#埃及飞机被劫持#半岛电视台传回了被劫持航班的实时画面。媒体称，劫机者身穿炸药带，目前已释放机上部分乘客，并未提出任何要求。新浪新闻正在直播：O埃及航空一架客机遭劫持,2016-03-29 15:20,1459232400,/1618051664/DouRMkFaZ,微博 weibo.com,158,121,154
北京边检,398,867218,3078,#小边的今夜话题# 最近很多人在问小边在忙什么，最近小边在筹办BJ边检自己的电视节目，又当导演，又当编辑，还要当主持人实在忙不过来，这会儿还在加班呢，还望各位谅解。今晚请各位帮小徒一个忙，小徒刚刚入选最美国门警花，有个部分是关于网友对她的评价，请各位写下对小徒的看法以及最想问小徒...展开全文c,2016-03-28 23:53,1459180380,0.844259167343285,http://weibo.com/2778606994/DooNxDL08?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,10,52,32,,,,,,,,0,0,0
北京边检,398,867218,3078,31号晚上,2016-03-26 11:15,1458962100,0.83382155060867,http://weibo.com/2778606994/Do0YA93ZS?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,2,4,6,LonelyPlanet,/lonelyplanet?refer_flag=1005055013_,#线上分享#【2016最新签证+边检政策解读】想知道最新最全的出入境信息？想知道来自签证专家的权威建议？ 3月30日、31日晚20点，我们邀请国家出入境权威机构@北京边检，和资深签证专家@吾爱全球签证中心，带你全方位了解最新签证资讯和边检政策！关注/公/号lonelyplanet-cn回复“WXSL08”获取报名方式！,2016-03-25 22:01,1458910860,/1681971781/DnVMlhHot,iPhone 6,170,23,40
北京边检,398,867218,3078,被墨水晕染比较严重，建议要换领一本了,2016-03-23 22:09,1458742140,0.823303600375272,http://weibo.com/2778606994/DnCYPBkWk?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,10,23,4,吾爱全球签证中心,/400visa?refer_flag=1005055013_,#吾爱帮问# 护照染成这样子了，还能用吗？ 小吾觉得这本护照废了@北京边检 @护照收藏 @签证收藏,2016-03-23 22:05,1458738300,/1607939300/DnCX2b6nn,iPhone 6 Plus,12,3,1
北京边检,398,867218,3078,#比利时连环爆炸# 另据路透社消息，此次袭击是自杀式恐怖袭击。,2016-03-22 21:51,1458654660,0.819120520331548,http://weibo.com/2778606994/DntqSAzAl?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,19,4,13,央视新闻,/cctvxinwen?refer_flag=1005055013_,#比利时连环爆炸#【紧急扩散：出国一定记住电话12308】今日，布鲁塞尔国际机场发生多起爆炸。中国驻比利时使馆迄未接到有中国公民伤亡的报告。提醒拟赴比中国公民谨慎前往比利时。外交部全球领保与服务应急呼叫中心电话：+86-10-12308。不管同胞身处哪国，拨通电话，就能得到帮助！转！,2016-03-22 21:48,1458650880,/2656274875/DntpO7VH6,微博 weibo.com,3368,444,2195
北京边检,398,867218,3078,#澳大利亚消对背包客增税计划#根据去年公布的计划，到澳大利亚打工度假的背包客必须缴纳32.5%的所得税，取消原本与当地人民同享的1.8万澳元免税额。但目前，因为澳大利亚农民担心这可能导致收获期间“背包客劳工”的来源枯竭（持工作度假签证的背包客是收获季节的主要采果人力），澳大利亚宣布暂不对背...展开全文c,2016-03-21 09:46,1458524760,0.812909019443576,http://weibo.com/2778606994/DnffWgyWk?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,4,6,4,,,,,,,,0,0,0
北京边检,398,867218,3078,//@FATIII: 据帕劳当地媒体报道，2016年10月1日起所有非帕劳居民进入帕劳均需签证，签证费为50美元，13岁以上游客再加收100美元环境保护费用，并非仅针对中国公民。,2016-03-16 18:10,1458123000,0.793697837020545,http://weibo.com/2778606994/Dmxqc3SyZ?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,66,23,10,护照收藏,/passportvisa?refer_flag=1005055013_,据悉，从今年10月1日起，帕劳将取消对中国游客的免签待遇，随后将收取50$/人的签证费与100$/人的环保费。@吾爱全球签证中心 @北京边检 @FATIII @刘朔廷Troy @杭州的Shirley,2016-03-16 13:22,1458102120,/1046982510/Dmvxk0SrD,手机微博触屏版,269,76,17
北京边检,398,867218,3078,请@Dolce_Han @jiahang先森 @爱琴海zwn @轨迹0111 @南国的孩子csf @larsara @Steve未予显示 @长了两排牙齿的吸血鬼 @回北京抱着暖气睡觉 @Fantastic_garfield 私信领奖地址、姓名、电话，以及是否需要小徒、雪糕或者小边的手写祝福语小边会尽快寄出的,2016-03-14 10:04,1457921040,0.784040602845527,http://weibo.com/2778606994/DmbnN5H9H?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,4,26,6,北京边检,/bjcii?refer_flag=1005055013_,#小边的今日话题# 首先向各位汇报，小边今早5点平安抵京，现在正在紧张整理手头工作，而关于这次新西兰之旅，小边只想说带着母亲旅行是一段特别疲惫和难忘的记忆这次给大家带了10张明信片，在评论区中发表评论即有机会获得 2北京·天竺（商圈）,2016-03-11 10:58,1457661480,/2778606994/DlJsx3bmx,iPhone 6,9,79,23
北京边检,398,867218,3078,看来南美最近在发力啊 //@护照收藏:#巴西签证#北京领区个人旅游签证，终于不需要邀请函了！进步！但巴西签证费从150元上调至600元。,2016-03-13 08:34,1457829240,0.779650950947792,http://weibo.com/2778606994/Dm1mICEFi?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPad客户端,23,28,5,MARC各种不爱不坏不正太,/mac2lilly?refer_flag=1005055013_,#巴西签证#北京领区个人旅游签证，终于不需要邀请函了！进步！但巴西签证费从150元上调至600元。从2016年3月12日起中国护照持有人办理旅游、商务、学生签证统一调整为¥600元，另加签证服务费¥140元，共¥740元。巴西签证申请中心官网：O网页链接 @杭州的Shirley @护照收藏 @北京边检,2016-03-12 14:26,1457760360,/1739248527/DlUfgnvz4,iPhone 6,36,12,5
北京边检,398,867218,3078,#小边的今日话题# 首先向各位汇报，小边今早5点平安抵京，现在正在紧张整理手头工作，而关于这次新西兰之旅，小边只想说带着母亲旅行是一段特别疲惫和难忘的记忆这次给大家带了10张明信片，在评论区中发表评论即有机会获得 2北京·天竺（商圈）,2016-03-11 10:58,1457665080,0.771801220495371,http://weibo.com/2778606994/DlJsx3bmx?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,9,79,23,,,,,,,,0,0,0
北京边检,398,867218,3078,这种情况其实很多，很多国家的使领馆及边检机关都喜欢手写秀书法。这种【官方】标注或者更改会对其他国家边检造成极大困扰，因为我们也不知道这是否是官方的。每当这个时候，我们就只能通过联系使领馆去核实，非常费时费力,2016-03-11 10:20,1457662800,0.771692196461309,http://weibo.com/2778606994/DlJcPkOec?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,8,10,3,航空物语,/hangkongwuyu?refer_flag=1005055013_,#签证看着假却未必假#刚才大家见识了制作简单、假得不能再假得韩国签证。不过，只看签证制作难度是不能判定其真假的。小语这里有一个黎巴嫩落地签，移民官在入境章上用圆珠笔写了个“One Month”就权当签证了。看着假，但就是真的,2016-03-09 21:38,1457527080,/1340723374/DluN2x3Ek,微博 weibo.com,24,15,25
北京边检,398,867218,3078,#小边的今日话题#在新西兰旅行这几天，其实好吃的东西也吃了不少，但今天中午自己去超市买菜做了顿饭之后发现，在老干妈和鱼泉榨菜面前，一切牛排、汉堡都是纸老虎。各位出去玩儿或者长居海外的，是否有同样感觉 2新西兰·皇后镇,2016-03-06 14:51,1457247060,0.751812524566271,http://weibo.com/2778606994/DkZQfsuZZ?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPad客户端,7,53,18,,,,,,,,0,0,0
北京边检,398,867218,3078,#重要政策发布# 赞比亚内务部移民局已实施电子签证政策，申请人通过赞移民局网站申请签证批准信后，可在赞比亚驻外使馆或口岸获发签证。中国公民持有效护照和赞比亚签证批准信即可出行。,2016-03-06 09:46,1457228760,0.750937463240252,http://weibo.com/2778606994/DkXQLhkdS?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,12,15,4,,,,,,,,0,0,0
北京边检,398,867218,3078,//@西湾圣淘沙:研究了一下，人家的意思是“不去不用更新，去的话再更新，更新一次管两年”。而不是很多人理解的每两年必须更新一次。 ¡评论配图,2016-03-06 05:33,1457213580,0.750211592697685,http://weibo.com/2778606994/DkWbYlyqw?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPad客户端,27,24,13,护照收藏,/passportvisa?refer_flag=1005055013_,2016年11月开始，所有持10年多次B1/B2美签的大陆护照持有人，旅行前要先在线登记个人信息，每两年一次，并支付费用。 O美国国土安全部网站常见问题及回答(FAQs) | U...  @面包旅行 @磨房 @北京边检 @吾爱全球签证中心  @自助游教室 @E旅行网 @假装在纽约 @FATIII @阿里旅行 @百度旅游 @LonelyPlanet,2016-03-05 07:24,1457130240,/1046982510/DkNuHpJu0,三星GALAXY A,286,57,21
北京边检,398,867218,3078,#重要政策发布#厄瓜多尔自2016年3月1日起，单方面对赴厄旅游、探亲、非营利性活动的中国公民给予90天免签待遇。长微博附：《3月2日修订版本51个可持普通护照免签落地签国家/地区名录+中国边检出境查验政策+境外入境指南》【还是那个北京边检 还是那个业界良心】,2016-03-04 13:27,1457069220,0.743308649909481,http://weibo.com/2778606994/DkGrucv8C?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,18,16,21,,,,,,,,0,0,0
北京边检,398,867218,3078,#去泰国不查身份证#,2016-03-03 16:22,1456993320,0.739679297196648,http://weibo.com/2778606994/Dky9J4SPg?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,5,7,4,泰国头条新闻,/NewsThailand?refer_flag=1005055013_,#泰国生活头条#【有关#泰国机场移民局要求查看部分省份中国游客身份证#后续报道】   继昨晚（3月1日）@泰国头条新闻 致电@泰国国家移民局 局长求证有关入境需出示中国居民身份证的规定一事，移民局长纳塔通警中将明确表示未曾颁布过此项规定，有关传言移民局新颁规定为不实信息！     但的确有不少导...展开全文c,2016-03-02 13:15,1456892100,/3500618431/DknvB3V5l,iPhone 6,33,21,22
北京边检,398,867218,3078,#重要政策发布#  厄瓜多尔自2016年3月1日起，单方面对赴厄旅游、探亲、非营利性活动的中国公民给予90天免签待遇。,2016-03-02 16:36,1456907760,0.735588026865817,http://weibo.com/2778606994/DkoP2ncUh?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,9,14,12,,,,,,,,0,0,0
北京边检,398,867218,3078,#北京出入境边防检查总站2016年招录公务员体检和体能测评公告#新同志们，小徒和雪糕在向你们招手,2016-02-28 11:26,1456629960,0.722304309031494,http://weibo.com/2778606994/DjUvW8CfQ?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,2,23,6,,,,,,,,0,0,0
北京边检,398,867218,3078,具体政策出来后，小边会尽快跟进,2016-02-27 10:28,1456540080,0.718006466846652,http://weibo.com/2778606994/DjKHQC75D?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPad客户端,23,22,28,吾爱全球签证中心,/400visa?refer_flag=1005055013_,#厄瓜多尔免签# 【世界上最难签的国家竟然对中国免签了！厄瓜多尔免签啦！】厄瓜多尔驻华大使馆2月26日宣布：2016年3月1日起对中国公民免签！！！O世界上最难签的国家竟然对中国免签了！【厄瓜... 然后坐等@北京边检 放行,2016-02-27 08:58,1456531080,/1607939300/DjK7hgcqg,iPhone 6 Plus,111,52,35
北京边检,398,867218,3078,,2016-02-26 17:26,1456478760,0.715074294141106,http://weibo.com/2778606994/DjE12tTKX?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,13,19,12,吾爱全球签证中心,/400visa?refer_flag=1005055013_,#重要政策发布# 【@北京边检：马来西亚启用电子签证】外交部领事司：3月1日起，马来西亚对中国公民实施电子签证政策，获得电子签证的人员凭eVISA或ENTRI电子签证打印件入境马来西亚。图附：《20个可持普通护照+电子签证入境的国家/地区名录+出境查验政策+境外入境指南（业界良心@北京边检 授权发布）,2016-02-26 17:23,1456474980,/1607939300/DjDZK50NV,微博 weibo.com,56,32,10
北京边检,398,867218,3078,#对中国公民开放电子签的20个国家#据马来西亚驻华使馆通报，3月1日起，马来西亚对中国公民实施电子签政策，允许中国公民网上申请电子签。长微博附：20国名录+边检出境查验标准及注意事项【2016年2月26日更新版】 2北京·天竺（商圈）,2016-02-26 16:50,1456476600,0.7149710082141,http://weibo.com/2778606994/DjDMhzIMM?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,2,4,6,,,,,,,,0,0,0
北京边检,398,867218,3078,#小边的今日话题#因为近期身边几位同事岗位调动后只有小边一人负责所有工作，又赶上了办公室搬迁的大工程，所以最近这段时间更新得比较慢，好多提问也没有回答，首先要向各位道个歉。下周，小边将和家人踏上一场计划已久的新西兰之旅，回来之后也会给各位带一些小礼品，不知各位喜欢什么（奶粉除外哈）,2016-02-26 10:50,1456455000,0.713938148944045,http://weibo.com/2778606994/DjBqex13Z?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,1,113,23,,,,,,,,0,0,0
北京边检,398,867218,3078,这份名单建议各位可以参考一下,2016-02-22 09:36,1456104960,0.697200090662091,http://weibo.com/2778606994/DiZdVyDmO?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,360安全浏览器,43,22,20,刘朔廷Troy,/tmtravelworld?refer_flag=1005055013_,#中国护照免签落地签大名单# 16年2月更新最强版！自上次更新以来进入平缓期，持中国因私护照说走就走的国家达52个，#创业再忙也不变太监贴#。 也欢迎小伙伴们下载迈生活，猛戳这里O网页链接，教你每年免费去免签国，买单就送航空里程，里程才能想飞就飞，说走就走。 @北京边检,2016-02-22 08:06,1456095960,/2073533832/DiYDw0ZRu,微博 weibo.com,2264,226,377
北京边检,398,867218,3078,最近留学生的案子很多，被遣返的也很多，各位同学还请注意,2016-02-20 15:52,1455954720,0.690015980628151,http://weibo.com/2778606994/DiIPTn5Ga?from=page_1001062778606994_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,12,10,14,Vista看天下,/vistastory?refer_flag=1005055013_,【成都赴美留学生拿刀向同学比划 入学3天被退学】中国小留学生增多，但文化适应教育迫在眉睫。一位17岁成都学生在削苹果时与一个外籍学生发生争吵，“拿水果刀朝这个学生比划了一下”，最终演变为被退学。要注意的是，言语挑衅、嘲笑他人，都可能被认定为暴力。O成都赴美小留学生 入学三天被退学,2016-02-20 13:45,1455943500,/1323527941/DiI0fnzaU,微博 weibo.com,157,258,396
